sr,temp,humidity,cases,status,date
4291,35,73,59,very low,2011-03-17
4292,33,65,573,high,2010-01-23
4293,28,56,201,low,2011-01-20
4294,26,43,381,low,2010-11-22
4295,31,64,294,low,2011-04-26
4296,26,37,190,low,2011-03-21
4297,24,60,64,low,2011-11-23
4298,24,46,499,high,2011-09-22
4299,25,70,254,low,2010-06-02
4300,31,43,530,high,2010-02-05
4301,20,49,554,very high,2010-06-22
4302,28,48,462,high,2010-04-27
4303,27,69,410,high,2011-08-29
4304,26,65,0,low,2010-02-15
4305,37,53,5,very low,2011-02-16
4306,20,56,0,low,2010-10-02
4307,37,47,100,very low,2010-02-18
4308,37,63,0,very low,2011-04-19
4309,27,47,218,low,2010-06-07
4310,20,55,334,low,2010-02-14
4311,31,36,231,low,2011-01-04
4312,34,56,506,high,2011-06-10
4313,35,57,583,high,2010-09-17
4314,24,43,272,low,2010-02-27
4315,40,67,523,high,2010-11-27
4316,20,36,449,high,2010-09-06
4317,30,73,281,low,2010-12-09
4318,26,64,445,high,2010-07-15
4319,22,40,378,low,2011-01-05
4320,21,37,204,low,2010-10-14
4321,34,60,478,medium,2011-05-23
4322,37,38,149,very low,2011-06-28
4323,33,39,575,high,2010-03-09
4324,26,54,357,low,2011-11-16
4325,28,46,154,low,2010-09-13
4326,31,43,439,medium,2011-06-05
4327,29,75,134,low,2010-03-24
4328,39,60,84,very low,2011-04-11
4329,28,41,238,low,2011-06-23
4330,34,63,367,low,2011-07-14
4331,38,75,433,medium,2011-11-21
4332,25,54,509,high,2010-01-09
4333,22,74,484,high,2010-12-24
4334,38,55,335,low,2010-01-14
4335,38,58,422,medium,2010-01-30
4336,24,52,577,very high,2010-06-13
4337,38,67,159,very low,2010-05-01
4338,37,71,0,very low,2010-04-15
4339,24,69,117,low,2010-12-13
4340,38,54,375,low,2010-05-12
4341,35,67,473,medium,2011-05-20
4342,26,39,596,high,2010-10-16
4343,29,71,311,very high,2010-09-02
4344,35,71,60,very low,2011-02-14
4345,26,60,590,high,2010-02-28
4346,23,62,417,high,2011-05-17
4347,37,74,371,low,2011-08-03
4348,26,48,477,high,2010-10-21
4349,24,74,151,low,2010-10-27
4350,35,48,505,high,2011-05-14
4351,30,39,108,low,2010-02-08
4352,29,51,335,very high,2011-05-20
4353,34,46,227,low,2010-08-14
4354,36,56,207,low,2011-05-01
4355,35,42,574,high,2010-11-15
4356,20,67,0,low,2010-07-02
4357,33,39,0,very low,2011-06-27
4358,27,75,594,high,2010-09-01
4359,31,51,206,low,2011-04-17
4360,26,36,195,low,2011-05-23
4361,39,61,359,low,2010-09-02
4362,34,50,71,very low,2010-12-21
4363,39,42,113,very low,2011-01-14
4364,28,36,330,low,2011-04-26
4365,26,73,266,low,2011-06-10
4366,21,47,466,high,2011-10-11
4367,31,38,186,low,2011-08-04
4368,29,46,521,high,2011-05-25
4369,20,49,0,low,2010-02-10
4370,20,71,175,low,2011-11-17
4371,40,66,0,very low,2010-03-06
4372,31,62,0,low,2011-03-14
4373,27,54,578,high,2010-07-26
4374,38,70,331,low,2010-11-12
4375,21,60,0,low,2011-05-04
4376,22,48,167,low,2010-08-22
4377,30,63,386,very high,2010-06-18
4378,38,71,102,very low,2011-07-04
4379,34,43,0,very low,2010-07-02
4380,27,48,339,low,2011-02-15
4381,23,75,545,very high,2010-11-05
4382,37,73,272,low,2010-04-27
4383,39,39,428,medium,2011-09-30
4384,37,72,34,very low,2010-09-06
4385,35,74,77,very low,2011-04-27
4386,34,49,215,low,2010-07-03
4388,20,43,409,high,2012-04-02
4389,20,54,361,low,2012-10-05
4390,33,37,377,low,2012-08-07
4391,36,62,234,low,2013-05-21
4392,38,35,350,low,2012-01-20
4393,30,58,238,low,2013-11-20
4394,39,51,288,low,2012-12-01
4395,25,54,125,low,2013-08-19
4396,27,37,0,low,2012-02-18
4397,38,44,427,medium,2013-08-21
4398,38,36,48,very low,2013-04-07
4399,24,58,34,low,2012-05-31
4400,26,37,102,low,2012-09-03
4401,36,50,210,low,2012-11-17
4402,35,58,590,high,2013-10-03
4403,29,67,145,low,2013-08-04
4404,36,35,131,very low,2013-08-07
4405,31,71,306,very high,2013-10-16
4406,38,70,280,low,2012-05-20
4407,28,44,375,low,2013-04-20
4408,22,55,263,low,2012-09-29
4409,36,51,94,very low,2013-10-08
4410,21,66,513,very high,2013-11-11
4411,26,43,0,low,2013-08-29
4412,30,40,489,medium,2013-11-11
4413,21,74,565,very high,2012-09-10
4414,30,42,296,low,2013-11-12
4415,34,73,276,low,2013-02-21
4416,34,37,175,very low,2012-11-01
4417,25,63,487,high,2013-07-02
4418,39,75,257,low,2013-08-13
4419,26,58,0,low,2012-01-28
4420,30,39,339,very high,2012-05-28
4421,29,39,183,low,2013-02-01
4422,36,35,295,low,2013-05-23
4423,29,47,545,high,2012-08-26
4424,20,70,237,low,2012-09-26
4425,27,40,193,low,2013-07-12
4426,36,43,0,very low,2013-02-16
4427,28,51,213,low,2013-04-05
4428,37,69,335,low,2012-11-03
4429,23,66,327,low,2012-02-27
4430,20,48,271,low,2013-02-05
4431,32,39,433,medium,2012-09-22
4432,35,38,565,high,2012-09-21
4433,26,50,50,low,2012-03-08
4434,24,46,0,low,2012-04-03
4435,40,75,379,low,2013-03-15
4436,34,44,85,very low,2013-04-03
4437,23,43,498,high,2012-01-22
4438,23,58,175,low,2012-03-30
4439,26,67,0,low,2013-03-04
4440,36,50,370,low,2013-04-08
4441,27,59,22,low,2012-05-05
4442,39,35,379,low,2013-08-11
4443,40,39,51,very low,2012-09-21
4444,31,42,252,low,2012-02-22
4445,38,36,491,medium,2012-07-29
4446,30,61,383,very high,2013-03-04
4447,32,43,17,very low,2013-02-24
4448,23,57,171,low,2013-01-28
4449,37,40,41,very low,2012-05-30
4450,30,42,166,low,2012-03-07
4451,29,61,92,low,2013-05-17
4452,31,41,415,medium,2013-09-30
4453,36,74,0,very low,2012-03-03
4454,29,52,98,low,2013-09-04
4455,23,65,496,high,2013-11-11
4456,28,64,263,low,2013-12-03
4457,31,50,0,low,2013-03-14
4458,34,55,118,very low,2013-05-06
4459,34,36,324,low,2012-08-13
4460,20,42,134,low,2012-11-11
4461,22,75,0,low,2012-09-09
4462,37,62,220,low,2012-08-17
4463,32,50,115,very low,2012-08-20
4464,38,74,314,low,2012-04-07
4465,23,64,318,low,2013-04-02
4466,34,53,0,very low,2013-01-27
4467,34,42,538,high,2013-01-08
4468,23,52,556,very high,2013-01-26
4469,28,35,255,low,2012-04-16
4470,37,75,50,very low,2013-05-06
4471,32,64,15,very low,2013-03-21
4472,35,54,153,very low,2013-10-29
4473,24,64,274,low,2013-09-05
4474,40,43,0,very low,2012-12-26
4475,31,58,0,low,2013-08-17
4476,24,44,0,low,2013-07-16
4477,26,39,374,low,2012-12-28
4478,35,46,38,very low,2013-01-13
4479,26,51,219,low,2012-03-15
4480,31,59,10,low,2012-11-30
4481,22,50,528,very high,2012-05-19
4482,20,68,35,low,2013-11-03
4483,32,59,536,high,2013-11-12
4484,39,46,509,high,2012-06-14
4485,34,65,186,very low,2012-05-25
4486,38,44,412,medium,2012-12-11
4487,28,54,136,low,2012-06-29
4488,37,40,491,medium,2013-05-04
4489,22,60,538,very high,2012-07-11
4490,30,51,193,low,2013-05-08
4491,37,67,276,low,2013-06-18
4492,34,70,416,medium,2013-04-15
4493,26,55,346,low,2013-05-29
4494,30,48,0,low,2013-08-21
4495,20,37,545,very high,2012-01-13
4496,24,60,236,low,2013-07-01
4497,32,37,444,medium,2012-04-18
4498,38,42,129,very low,2013-11-02
4499,31,37,547,high,2012-01-28
4500,39,57,241,low,2012-07-30
4501,22,45,241,low,2012-07-16
4502,23,53,29,low,2012-10-07
4503,22,61,436,high,2013-05-16
4504,31,63,86,low,2013-06-22
4505,26,57,101,low,2013-01-22
4506,28,42,310,low,2013-01-21
4507,25,55,593,high,2012-07-31
4508,33,71,576,high,2012-08-26
4509,27,62,297,low,2013-12-10
4510,31,49,478,medium,2013-04-03
4511,31,61,305,very high,2012-08-05
4512,26,35,501,high,2012-11-06
4513,26,48,82,low,2012-03-11
4514,34,71,299,low,2012-11-06
4515,37,36,330,low,2013-02-28
4516,35,57,565,high,2013-09-28
4517,20,53,322,low,2012-05-07
4518,34,36,415,medium,2012-02-08
4519,20,50,248,low,2012-04-21
4520,38,74,445,medium,2013-08-05
4521,29,38,0,low,2012-07-28
4522,27,72,131,low,2013-07-02
4523,22,68,109,low,2012-06-29
4524,39,55,486,medium,2012-12-02
4525,38,37,510,high,2013-05-07
4526,29,67,404,medium,2012-08-09
4527,22,73,212,low,2013-03-01
4528,37,71,203,low,2012-12-02
4529,24,74,356,low,2012-03-18
4530,31,57,248,low,2012-04-14
4531,23,50,329,low,2012-04-16
4532,28,39,26,low,2013-09-12
4533,27,59,50,low,2013-07-21
4534,36,42,530,high,2013-10-30
4535,24,64,467,high,2013-08-20
4536,26,47,241,low,2013-11-22
4537,28,44,442,high,2012-05-19
4538,23,70,220,low,2013-01-10
4539,29,62,315,very high,2012-05-15
4540,29,63,120,low,2013-06-22
4541,31,54,114,low,2012-10-11
4542,26,40,497,high,2013-01-09
4543,26,71,0,low,2012-05-10
4544,20,57,363,low,2012-07-06
4545,38,60,532,high,2012-08-06
4546,40,59,327,low,2012-04-24
4547,21,40,248,low,2013-10-12
4548,22,54,67,low,2012-04-20
4549,38,58,207,low,2013-11-07
4550,38,65,198,very low,2012-02-13
4551,28,62,186,low,2012-11-15
4552,38,60,372,low,2013-06-17
4553,39,64,278,low,2012-09-26
4554,32,52,506,high,2012-06-13
4555,25,40,507,high,2012-09-05
4556,25,59,0,low,2013-07-17
4557,22,42,437,high,2012-07-24
4558,39,55,153,very low,2012-01-15
4559,33,51,555,high,2013-01-07
4560,31,53,323,very high,2012-03-07
4561,20,43,587,very high,2013-11-07
4562,25,45,123,low,2013-05-07
4563,33,60,506,high,2013-10-28
4564,35,53,410,medium,2013-08-09
4565,35,74,253,low,2012-10-31
4566,31,40,0,low,2013-07-30
4567,33,52,565,high,2013-04-21
4568,26,39,456,high,2013-03-27
4569,34,70,0,very low,2012-11-16
4570,20,45,426,high,2012-03-05
4571,31,49,191,low,2013-09-19
4572,24,60,154,low,2012-05-05
4573,25,39,540,high,2013-09-10
4574,33,42,454,medium,2013-10-16
4575,35,60,0,very low,2012-07-24
4576,39,41,557,high,2013-10-31
4577,36,68,440,medium,2013-02-12
4578,34,56,564,high,2013-11-23
4579,25,68,315,low,2012-08-10
4580,29,54,0,low,2013-09-29
4581,24,44,499,high,2013-11-09
4582,22,54,166,low,2013-07-14
4583,33,51,461,medium,2013-09-03
4584,22,59,95,low,2013-11-06
4585,37,64,365,low,2012-07-23
4586,33,56,0,very low,2013-05-15
4587,22,36,477,high,2012-04-04
4588,25,73,326,low,2012-09-24
4589,23,50,512,very high,2012-05-07
4590,38,58,460,medium,2013-01-04
4591,34,51,592,high,2013-01-15
4592,40,70,267,low,2013-06-15
4593,28,72,190,low,2012-01-03
4594,34,50,540,high,2013-06-30
4595,37,44,440,medium,2012-10-06
4596,25,73,128,low,2013-09-28
4597,35,69,77,very low,2012-05-10
4598,23,69,0,low,2013-05-29
4599,37,65,62,very low,2013-04-29
4600,28,51,294,low,2013-10-20
4601,33,57,511,high,2013-05-29
4602,32,58,302,low,2013-04-18
4603,30,45,390,very high,2013-11-14
4604,28,70,0,low,2013-04-08
4605,24,72,192,low,2012-08-19
4606,24,70,237,low,2013-10-12
4607,36,35,552,high,2012-01-17
4608,31,63,386,very high,2012-01-20
4609,31,39,346,very high,2012-05-20
4610,35,72,347,low,2013-04-10
4611,32,60,28,very low,2012-12-30
4612,21,43,575,very high,2013-07-21
4613,22,67,546,very high,2012-12-04
4614,28,42,163,low,2012-04-18
4615,29,40,0,low,2012-05-17
4616,26,62,277,low,2012-11-08
4617,21,61,87,low,2012-12-26
4618,30,38,87,low,2013-05-08
4619,22,70,0,low,2012-07-13
4620,27,52,472,high,2012-03-27
4621,31,37,209,low,2012-10-15
4622,35,68,0,very low,2012-02-21
4623,29,60,133,low,2013-07-19
4624,26,61,523,high,2012-12-13
4625,36,35,413,medium,2012-08-03
4626,33,69,405,medium,2012-08-17
4627,22,37,158,low,2012-12-24
4628,23,47,41,low,2012-05-21
4629,20,35,421,high,2013-10-20
4630,23,74,87,low,2012-05-03
4631,22,38,473,high,2013-11-19
4632,26,65,7,low,2013-03-21
4633,21,72,243,low,2013-12-04
4634,39,41,278,low,2012-06-09
4635,24,47,0,low,2013-09-19
4636,38,62,470,medium,2012-05-05
4637,28,61,44,low,2012-11-07
4638,34,63,121,very low,2013-09-03
4639,29,41,166,low,2012-09-23
4640,35,42,572,high,2012-07-25
4641,36,56,346,low,2013-02-13
4642,29,58,259,low,2013-03-26
4643,37,45,0,very low,2012-07-29
4644,29,46,48,low,2012-11-15
4645,23,74,516,very high,2013-01-23
4646,36,63,154,very low,2012-10-17
4647,27,72,0,low,2013-07-29
4648,21,71,126,low,2013-06-16
4649,27,50,272,low,2012-02-21
4650,21,52,503,very high,2013-10-22
4651,39,41,428,medium,2013-03-25
4652,34,55,548,high,2013-03-21
4653,30,73,577,high,2012-06-21
4654,25,46,0,low,2013-01-08
4655,22,65,137,low,2012-03-20
4656,38,56,134,very low,2012-02-13
4657,34,68,330,low,2012-10-10
4658,22,73,212,low,2012-05-24
4659,32,57,0,very low,2012-09-28
4660,31,48,435,medium,2013-04-03
4661,21,59,0,low,2013-04-19
4662,29,72,146,low,2013-04-22
4663,40,64,505,high,2012-11-29
4664,20,68,96,low,2012-02-24
4665,24,70,555,very high,2013-07-12
4666,27,43,233,low,2013-10-16
4667,30,62,448,medium,2012-10-10
4668,26,51,111,low,2013-10-16
4669,25,70,0,low,2013-05-31
4670,27,50,124,low,2012-12-07
4671,28,52,402,high,2012-02-08
4672,22,38,7,low,2013-10-17
4673,34,58,523,high,2012-12-30
4674,24,46,439,high,2012-01-12
4675,34,39,284,low,2012-05-25
4676,36,59,414,medium,2012-09-22
4677,26,59,0,low,2013-07-09
4678,23,44,28,low,2013-11-13
4679,30,51,303,very high,2013-03-11
4680,24,60,138,low,2013-04-18
4681,23,47,529,very high,2012-11-22
4682,34,72,198,very low,2013-01-26
4683,40,57,24,very low,2013-10-05
4684,31,37,537,high,2012-01-31
4685,31,53,526,high,2012-08-19
4686,37,48,200,very low,2013-09-07
4687,40,65,80,very low,2012-05-22
4688,28,45,351,low,2013-11-25
4689,33,64,564,high,2012-12-05
4690,32,56,532,high,2012-03-27
4691,30,72,0,low,2012-12-30
4692,26,69,391,low,2013-05-27
4693,22,40,274,low,2012-01-11
4694,27,69,169,low,2013-08-20
4695,37,62,273,low,2013-10-06
4696,20,72,0,low,2012-12-28
4697,36,61,248,low,2012-10-21
4698,35,41,0,very low,2013-04-08
4699,36,56,297,low,2013-03-31
4700,40,35,187,very low,2012-02-16
4701,29,53,443,medium,2012-08-13
4702,36,58,559,high,2013-11-09
4703,38,68,546,high,2013-05-12
4704,37,75,193,very low,2013-09-06
4705,30,71,306,very high,2013-07-18
4706,39,59,384,low,2012-03-12
4707,31,39,332,very high,2012-05-11
4708,33,43,83,very low,2012-02-07
4709,33,37,254,low,2013-04-16
4710,40,53,62,very low,2013-01-19
4711,23,45,108,low,2012-12-17
4712,29,66,69,low,2013-04-01
4713,34,61,323,low,2013-08-14
4714,38,43,340,low,2012-05-21
4715,34,43,16,very low,2012-09-08
4716,22,41,248,low,2012-02-01
4717,25,55,358,low,2013-03-05
4718,25,54,304,low,2013-10-25
4719,24,63,431,high,2013-03-12
4720,39,68,0,very low,2013-06-15
4721,37,40,325,low,2012-01-24
4722,36,45,578,high,2013-03-28
4723,33,45,595,high,2013-10-21
4724,32,53,496,medium,2012-08-05
4725,22,47,0,low,2013-07-28
4726,38,58,416,medium,2012-02-01
4727,34,49,69,very low,2012-08-13
4728,32,49,202,low,2012-04-16
4729,23,73,392,low,2012-07-28
4730,21,59,33,low,2013-03-25
4731,36,73,128,very low,2012-08-26
4732,24,36,229,low,2012-09-29
4733,23,64,292,low,2012-01-13
4734,23,54,19,low,2013-05-29
4735,32,61,507,high,2012-07-16
4736,40,56,130,very low,2013-11-04
4737,31,35,0,low,2013-02-03
4738,35,65,260,low,2013-02-05
4739,27,38,217,low,2013-09-27
4740,34,64,50,very low,2013-05-29
4741,23,43,597,very high,2012-08-03
4742,30,56,422,medium,2013-03-10
4743,27,36,203,low,2012-05-30
4744,37,62,0,very low,2013-03-20
4745,28,66,398,low,2013-05-28
4746,32,55,445,medium,2013-06-07
4747,34,74,248,low,2012-03-11
4748,40,60,439,medium,2012-12-26
4749,39,36,10,very low,2013-04-16
4750,21,65,118,low,2012-01-28
4751,30,44,423,medium,2012-02-21
4752,39,45,178,very low,2013-05-25
4753,37,69,555,high,2013-09-09
4754,33,74,34,very low,2012-11-08
4755,38,68,446,medium,2012-02-13
4756,21,38,35,low,2012-03-12
4757,32,43,254,low,2012-09-18
4758,30,73,425,medium,2012-07-17
4759,26,67,402,high,2012-06-09
4760,40,71,24,very low,2012-11-18
4761,35,65,0,very low,2012-11-20
4762,34,60,157,very low,2012-02-06
4763,34,44,137,very low,2012-06-02
4764,23,64,2,low,2012-12-30
4765,22,45,35,low,2012-01-24
4766,40,36,344,low,2013-01-24
4767,34,50,318,low,2013-10-11
4768,20,75,178,low,2013-07-21
4769,22,35,330,low,2013-08-12
4770,26,65,42,low,2013-09-28
4771,32,75,267,low,2013-04-10
4772,32,70,483,medium,2013-11-09
4773,30,41,5,low,2012-03-19
4774,29,40,62,low,2012-04-27
4775,27,60,276,low,2012-08-12
4776,20,47,451,high,2012-11-18
4777,29,36,449,medium,2012-05-02
4778,33,69,106,very low,2013-06-05
4779,20,61,514,very high,2013-10-14
4780,21,47,499,high,2013-08-10
4781,32,48,599,high,2012-06-13
4782,37,44,72,very low,2012-07-16
4783,40,75,469,medium,2013-09-29
4784,23,52,147,low,2013-09-16
4785,23,45,453,high,2012-10-16
4786,34,69,484,medium,2013-08-21
4787,33,46,411,medium,2012-11-04
4788,33,59,134,very low,2013-08-04
4789,36,38,0,very low,2012-12-19
4790,39,74,69,very low,2012-05-06
4791,38,71,413,medium,2013-11-07
4792,40,42,391,low,2012-07-26
4793,32,48,537,high,2013-01-01
4794,24,57,409,high,2012-02-18
4795,36,56,209,low,2013-01-01
4796,24,70,497,high,2012-10-22
4797,33,38,192,very low,2013-08-18
4798,23,46,79,low,2012-05-20
4799,38,51,562,high,2013-05-28
4800,40,74,72,very low,2013-04-30
4801,24,64,249,low,2013-03-19
4802,27,47,177,low,2012-01-01
4803,22,67,33,low,2013-02-26
4804,36,44,553,high,2013-03-14
4805,25,68,520,high,2012-11-16
4806,20,65,152,low,2013-01-16
4807,35,44,182,very low,2013-08-14
4808,23,57,129,low,2013-04-04
4809,20,62,134,low,2013-12-04
4810,32,55,184,very low,2012-01-30
4811,39,47,491,medium,2012-03-29
4812,33,38,487,medium,2013-05-31
4813,38,43,222,low,2012-09-09
4814,23,55,401,high,2012-07-01
4815,29,36,219,low,2012-02-26
4816,28,57,288,low,2012-08-03
4817,21,48,299,low,2012-11-13
4818,29,50,89,low,2012-05-31
4819,25,67,315,low,2013-10-24
4820,35,36,0,very low,2013-05-11
4821,35,73,0,very low,2012-11-11
4822,32,47,170,very low,2012-08-15
4823,33,71,252,low,2012-07-03
4824,35,42,207,low,2013-01-20
4825,34,72,147,very low,2012-08-12
4826,33,47,139,very low,2013-06-30
4827,21,65,198,low,2013-06-06
4828,30,53,54,low,2013-06-19
4829,21,53,454,high,2012-09-12
4830,23,44,298,low,2013-06-22
4831,25,60,71,low,2012-08-25
4832,24,57,417,high,2013-09-27
4833,28,36,0,low,2013-01-25
4834,24,35,229,low,2012-06-17
4835,40,70,45,very low,2012-02-07
4836,28,56,0,low,2012-06-24
4837,32,52,133,very low,2012-10-17
4838,26,39,0,low,2013-01-18
4839,28,67,137,low,2012-12-15
4840,23,38,0,low,2012-10-27
4841,36,71,33,very low,2013-10-27
4842,36,67,332,low,2012-07-09
4843,35,67,263,low,2012-03-23
4844,23,37,49,low,2013-07-21
4845,34,48,172,very low,2013-02-08
4846,38,44,296,low,2013-07-11
4847,40,41,214,low,2012-04-10
4848,29,49,568,high,2012-08-24
4849,24,65,0,low,2013-07-26
4850,33,69,308,low,2012-10-30
4851,40,56,353,low,2013-03-25
4852,33,41,164,very low,2013-04-12
4853,29,44,530,high,2012-06-01
4854,24,69,315,low,2013-05-08
4855,20,66,504,very high,2013-07-29
4856,23,43,483,high,2012-05-31
4857,25,52,533,high,2012-09-02
4858,30,53,547,high,2013-01-04
4859,29,43,0,low,2012-01-26
4860,39,58,149,very low,2012-01-23
4861,23,59,267,low,2012-05-16
4862,21,56,600,very high,2012-08-21
4863,38,62,62,very low,2013-10-31
4864,24,65,0,low,2013-10-14
4865,26,63,109,low,2012-03-12
4866,36,75,29,very low,2012-05-15
4867,34,74,600,high,2012-11-19
4868,31,75,131,low,2012-11-08
4869,34,60,84,very low,2013-10-30
4870,36,57,425,medium,2013-11-22
4871,30,52,350,very high,2012-11-18
4872,24,53,165,low,2012-04-29
4873,20,64,460,high,2013-03-07
4874,39,59,36,very low,2013-09-08
4875,38,41,121,very low,2013-08-03
4876,31,67,292,low,2013-12-10
4877,38,65,576,high,2012-11-01
4878,29,47,0,low,2013-07-28
4879,39,38,0,very low,2012-10-26
4880,25,47,586,high,2013-09-09
4881,29,59,3,low,2012-05-08
4882,34,39,464,medium,2012-11-11
4883,26,61,513,high,2013-10-03
4884,37,71,91,very low,2012-11-17
4885,20,53,322,low,2013-10-03
4886,35,60,578,high,2012-01-06
4887,20,64,0,low,2013-01-23
4888,33,38,463,medium,2013-08-11
4889,22,38,541,very high,2012-03-10
4890,27,38,117,low,2013-08-15
4891,36,37,282,low,2012-03-22
4892,35,49,0,very low,2012-06-16
4893,30,69,597,high,2012-04-12
4894,40,70,194,very low,2013-07-06
4895,30,64,257,low,2013-08-01
4896,32,73,531,high,2012-03-15
4897,21,44,204,low,2013-12-11
4898,28,63,59,low,2012-10-06
4899,34,75,121,very low,2012-07-23
4900,24,64,219,low,2012-06-26
4901,39,44,204,low,2012-01-17
4902,35,75,1,very low,2012-05-28
4903,22,35,326,low,2012-02-08
4904,35,68,552,high,2013-09-24
4905,20,44,133,low,2013-09-15
4906,37,40,248,low,2012-02-07
4907,26,47,375,low,2013-02-24
4908,37,55,301,low,2013-05-19
4909,24,42,498,high,2012-07-28
4910,39,57,198,very low,2013-07-11
4911,32,35,182,very low,2013-08-04
4912,31,62,277,low,2013-03-30
4913,29,60,328,very high,2012-12-21
4914,31,47,67,low,2013-04-08
4915,37,53,0,very low,2012-04-17
4916,31,37,281,low,2012-11-05
4917,29,53,43,low,2012-07-12
4918,38,64,434,medium,2012-03-24
4919,40,51,0,very low,2012-01-05
4920,40,59,78,very low,2013-02-10
4921,36,45,272,low,2013-07-13
4922,31,49,591,high,2012-03-07
4923,23,58,58,low,2012-01-25
4924,27,47,264,low,2013-08-17
4925,37,50,370,low,2012-04-02
4926,22,35,123,low,2013-10-10
4927,35,65,155,very low,2012-10-21
4928,36,63,494,medium,2012-09-22
4929,36,53,300,low,2013-04-10
4930,33,57,26,very low,2012-06-02
4931,38,55,432,medium,2013-11-10
4932,36,71,322,low,2012-10-08
4933,35,70,67,very low,2013-04-07
4934,26,54,536,high,2012-01-26
4935,31,35,362,very high,2012-10-14
4936,24,61,60,low,2012-11-08
4937,30,56,541,high,2012-07-17
4938,37,73,188,very low,2013-09-15
4939,23,41,332,low,2013-01-31
4940,39,74,362,low,2013-07-09
4941,30,48,8,low,2012-01-01
4942,35,37,264,low,2013-06-28
4943,20,64,462,high,2012-08-31
4944,26,46,10,low,2013-07-19
4945,36,66,0,very low,2013-02-01
4946,24,44,117,low,2013-03-24
4947,21,65,317,low,2012-10-03
4948,30,53,12,low,2013-06-02
4949,24,37,402,high,2012-11-19
4950,20,65,458,high,2012-10-12
4951,33,35,105,very low,2012-04-01
4952,32,64,541,high,2012-10-29
4953,22,63,527,very high,2012-09-17
4954,33,47,11,very low,2012-10-15
4955,24,64,0,low,2013-05-21
4956,29,47,180,low,2012-04-13
4957,34,64,367,low,2013-11-14
4958,33,50,0,very low,2013-05-06
4959,28,67,152,low,2012-12-24
4960,25,59,328,low,2013-10-10
4961,20,63,247,low,2012-07-04
4962,32,44,0,very low,2012-05-15
4963,26,74,578,high,2013-08-25
4964,33,64,278,low,2012-04-25
4965,21,35,62,low,2012-10-21
4966,30,68,352,very high,2012-09-17
4967,35,44,594,high,2013-01-13
4968,38,74,240,low,2013-07-04
